sentence	label
rt usrId #napaquake the children tell me it s tough to process to help them they decided to sell baked goods amp ; lemonade httpAddress	1
recovering from quake napa county requests federal disaster assistance the napa county board of httpAddress httpAddress	1
rt usrId see how many bay area sleepers woke up from the napa httpAddress httpAddress httpAddress	0
damage to a downtown building is seen after an earthquake 6.0 magnitude in #napa #california aug24 httpAddress	0
#usaheadlines cleanup efforts underway after major earthquake in california httpAddress	0
rt usrId caught news about the floods in busan and earthquake in httpAddress let s pray for everyone s safety !	1
rt usrId httpAddress DD #earthquake earthquake 6.0 earthquake jolts bay area damage and at least DD inju httpAddress	0
damage from california quake could top 1 billion the httpAddress earthquake damaged buildings knocked out power to thousands httpAddress	0
usrId gt ; #quake m 1.4 6km nw of the geysers california time2014 08 28 17 18 06 httpAddress httpAddress #warning !	1
rt usrId napa historic httpAddress serious httpAddress #earthquake httpAddress	0
explosions and httpAddress 11pm usrId hear from local people who just landed at phl from the quake zone in httpAddress	0
video billions of dollars of wine rocked in california earthquake napa valley httpAddress napa is one of the httpAddress httpAddress	0
skaters make best of napa earthquake by shredding buckled streets to quote jurassic park s esteemed httpAddress httpAddress	0
rt usrId mexico president enrique pena nieto expresses solidarity with #california after #napa earthquake httpAddress #kcra	1
rt usrId #napa city officials say despite quake damage they re still open for business this labor day weekend httpAddress	0
california wine country quake losses seen in the billions httpAddress #news #world #live httpAddress	0
i just heard about the earthquake in california i hope everyone s safe and sound over there	1
rt usrId thousands of california s brick buildings will come down in quake shaking usrId usrId httpAddress	0
skaters make best of napa earthquake by shredding buckled streets httpAddress #ipost	0
#diime daniiel boy hurt in california quake i should be dead boy badly hurt by bricks httpAddress httpAddress diime daniiel	0
usrId there was also an earthquake in california prayers for those people that had a lot of property damage	1
breaking california wine country rocked by 6.0 quake dozens hurt reuters httpAddress httpAddress #khaatumo #khatumo	0
magnitude 6.0 earthquake in california destroys b httpAddress	0
httpAddress rt usrId there will b billions of in damage this httpAddress please support your #napa businesses amp ; buy more httpAddress	1
rt usrId expensive wine seeping across cellar floors shows napa valley was biggest loser in california quake httpAddress	0
rt usrId pretty severe tank damage amp ; significant amount of #wine loss but we re feeling fortunate everyone is safe #napaquake	0
ap top strong california quake causes injuries damage napa httpAddress ap the largest earthquake to hit httpAddress httpAddress	0
napa earthquake a big blow to california wine industry the oregonian httpAddress httpAddress	0
rt usrId wine industry insight forum to link those needing help and those in the industry wanting to volunteer httpAddress	1
that was your wake up call california D steps to #earthquake safety httpAddress	1
#francissantana boy hurt in california quake i should be dead boy badly hurt by bricks in california httpAddress httpAddress	0
aftershocks aid are focus days after napa earthquake as aftershocks from sunday s powerful httpAddress httpAddress #quake #news	1
rt usrId california earthquake losses could reach 1bn httpAddress httpAddress	0
in the aftermath of the south napa earthquake that hit northern california this morning one couple is trying httpAddress httpAddress	1
rt usrId california httpAddress jerry brown declares a state of emergency following httpAddress earthquake usrId httpAddress	1
california quake means big damage for napa valley wineries httpAddress	0
rt usrId only in california does earthquake damage httpAddress photo by jeremy carroll httpAddress	0
rt usrId note to #napa be safe all ! help each httpAddress share candles flashlights #food #wine water amp ; httpAddress to all !!	1
hospital more than DD treated since napa earthquake httpAddress	0
rt usrId there is also a shelter open in vallejo for those needing a place to stay florence douglas center DD amador st vall	1
#ovii starz boy hurt in california quake i should be dead httpAddress #bryan starz	0
rt usrId what is earthquake early warning all about and how could it have helped in the #napaquake ? httpAddress	1
rt usrId city of napa has red tagged DD buildings due to #earthquake httpAddress added to do not occupy list senior center trancas s	0
DD percent of the nation s wine comes from california and the napa earthquake could make prices go up . #goodmorning7 on httpAddress	0
emergency mgmt earthquake in napa httpAddress leaves widespread damage httpAddress	0
rt usrId buildings severely damaged and some uninhabitable after california earthquake httpAddress httpAddress	0
rt usrId raiders usrId willie brown represents the silver amp ; blackbin napa as the team helps with earthquake httpAddress httpAddress	1
napa damaged more than DD hurt in northern california quake sfgate httpAddress via usrId	0
rt usrId economic losses from california earthquake could top 1 billion httpAddress	0
california quake means big damage for napa valley wineries it s still too early to tell just how much the httpAddress httpAddress	0
play on httpAddress earthquake damage and spilled wine in napa the new york times httpAddress	0
rt usrId #vallejo D commercial buildings damaged in #napaquake red tagged DD httpAddress httpAddress	0
eudrylantiqua n . california earthquake damage could reach 1b northern california httpAddress httpAddress eudrylantiqua	0
#whatshot #news DD injured D critical after napa california quake httpAddress httpAddress #socialmedia	0
rt usrId state of emergency declared after california earthquake httpAddress	1
80m for DD second heads up on a quake early warning system sounded alarm before california earthquake httpAddress via usrId	1
all my thoughts and wishes go out to all my friends and family in napa after the devastating httpAddress #napaearthquake #missmyson	1
rt usrId prayers for all in #napaquake !	1
first thoughts to anyone injured of course but havok wreaked in napa and sonoma is sad news httpAddress	1
rt usrId earthquake destroys historic buildings and leaves thousands without power in california httpAddress httpAddress	0
#usaheadlines northern california quake no way to know when next one will hit httpAddress	1
#losdelsonido n . california earthquake damage could reach 1b northern california is cleaning up one day after httpAddress #ivanberroa	0
rt usrId here s how the napa earthquake affected jawbone up wearers in the bay httpAddress httpAddress httpAddress	0
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress	0
#napaquake billions ? seems httpAddress napa supes ask httpAddress help httpAddress in building infras and econ httpAddress DD bizes in wine and ag httpAddress	0
napa county tallies quake wine damage 38 million all types of resources needed httpAddress	0
no reports of injuries to missionaries members following napa quake #churchnews #mormon #lds httpAddress via usrId	0
the latest on damaging earthquake in california the latest from ap reporters on scene after california earthquake causes damage injuries	0
more than DD hurt after httpAddress quake hits northern httpAddress	0
rt usrId after #napaquake usrId is collecting donations at all of its stores for #napa httpAddress shelters and will ma	1
rt usrId wineries and other businesses in northern california s wine country assess damage after today s earthquake httpAddress	0
rt usrId ontario can ottawa httpAddress breaking news DD earthquake today bay area earthquake damages napa county airpor	0
california starts quake clean up california is assessing the damage after a powerful earthquake struck the httpAddress httpAddress	0
napa mops up wine and tallies its losses after quake the napa valley quake wreaked havoc with california httpAddress httpAddress	0
good story by usrId of usrId on #napaearthquake damage to masonry brick chimneys httpAddress httpAddress	0
rt usrId willie brown will present 50 00 check weds from raiders to napa valley schools to assist in efforts to recover from sun	1
rt usrId more than a dozen buildings uninhabitable after napa earthquake httpAddress	0
rt usrId buy napa valley wine ! wineries lost a lot in the httpAddress buying will help them httpAddress great idea usrId	1
check this out california winemakers cleaning up after quake businessweek new york httpAddress httpAddress #online #twitter	0
napa quake aftermath engineering expert blasts napa california building .. cbs local httpAddress	0
damage from california quake could top 1 billion via nyt httpAddress	0
quake rocks california wine country dozens injured napa httpAddress reuters a 6.0 magnitude earthquake rocked wine country north of ..	0
#cero full episode world news httpAddress earthquake damage in napa quake leaves thousands without .. httpAddress #cero	0
rt usrId ca #earthquake caused structural damage to public amp ; private buildings amp ; left 69 00 residents httpAddress electricity httpAddress	0
rt usrId patients continue to arrive at queen of the valley httpAddress triage tents set up to treat httpAddress #earthquake #napa h	0
quake in california s wine country injures dozens httpAddress	0
rt usrId latest # s over DD people with injuries flooded napa s er following #earthquake httpAddress #napaquake	0
rt usrId oh california rt usrId skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll htt	0
rt usrId httpAddress DD earthquake state of emergency declared after california earthquake httpAddress	1
the san francisco earthquake in wine country injured dozens of people .. httpAddress #bayarea #sanfranciscobay #tylerparadise	0
rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital fol	0
rt usrId sending thoughts and prayers to all those affected by the httpAddress #napa #napaearthquake	1
rt usrId inspector wants california s last nuclear plant shut down over earthquake concerns httpAddress via usrId	0
rt usrId update 8 quake rocks california wine country dozens injured via usrId #bonds httpAddress	0
#robin alvarez01 boy hurt in california quake i should be dead boy badly hurt by bricks in california quake says lucky to be httpAddress	0
rt usrId still we find beauty amp ; fun among the httpAddress usrId i love california rt usrId napa quake httpAddress	1
over DD injured in napa quake via usrId httpAddress	0
drone shows napa quake s impact from above as doctors treated injured locals and geologists measured httpAddress httpAddress	0
rt usrId volunteers flock to napa to help earthquake victims httpAddress the kindness of strangers just keeps on amazing m	1
believe it or not but the 6.0 earthquake in california did some damage at wineries all across httpAddress via usrId httpAddress	0
rt usrId last weekend s 6.0 earthquake in california piled up stress on the dangerous hayward fault httpAddress #napaqu	0
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress	0
more than DD water lines still broken after napa earthquake DD sinkholes found #sacramento httpAddress	0
rt usrId willie brown will present napa valley unified school district .. with a check from #raiders to assist in efforts to reco	1
rt usrId napa authorities use rc copter to inspect damaged building #napaquake httpAddress	0
#brandysolamente quake hits california state of emergency issued as officials weigh damage photos httpAddress httpAddress	1
rt usrId california quake means big damage for napa valley wineries httpAddress	0
httpAddress httpAddress dont mind a bit of californian wine disaster in napa !! and obv all others affected by the quake too	1
rt usrId napa wine industry quake help forum created winereviewblog share with friends science environment .. http	1
rt usrId napa schools to reopen ; quake damage tally continues httpAddress	0
rt usrId thankful i wasn t at my desk when the #napaquake httpAddress view of usrId httpAddress thoughts to everyone httpAddress htt	1
#napaquake our thoughts go out to the residents of napa and surroundings at time when neighbors matter most usrId	1
our thoughts amp ; best wishes are with our fellow winemakers in #napa httpAddress	1
rt usrId napa earthquake 2014 we will rebuild httpAddress	0
our thoughts are with the people who were httpAddress damage in the httpAddress being DD miles away we felt it . httpAddress	1
a guy stranded whose daughter s house was destroyed in the napa earthquake on standby trying to fly httpAddress httpAddress flew out httpAddress housing D	0
rt usrId watch live authorities give update on response to #california #earthquake httpAddress	1
rt usrId rt usrId skateboarding atop an earthquake damaged street is the most california thing to ever httpAddress httpAddress	0
california hit with worst quake in DD years new images emerge of widespread damage in httpAddress more than DD people were injured ..	0
rt usrId httpAddress DD bay area earthquake damages napa county airport #earthquake clean up is still underway in	0
rt usrId at least DD people injured in the 6.1 napa quake according to walt mickens president amp ; ceo of queen of the valley medica	0
countless businesses wineries and restaurants have incurred damages as a result of a 6.1 magnitude earthquake near napa california	0
napa region wading in wine damage from quake #world #cnbc httpAddress	0
strong california quake causes injuries damage httpAddress	0
boy hurt in california quake i should bedead httpAddress	0
rt usrId we re updating this interactive map of reported damage from the httpAddress check it out httpAddress httpAddress	0
rt usrId oh asswholefoods suffered damages in httpAddress anyone feel badly ? anyone ? breuller ? #boycottwholefoods #earthquake httpAddress	0
rt usrId meadowbrook lane in napa skaters finding upside to quake httpAddress photo from #nbcbayarea photog jeremy carroll httpAddress	0
rt usrId only in california does earthquake damage httpAddress photo by jeremy carroll httpAddress	0
usa DD sfgate napa damaged more than DD hurt in northern california quake nicoleewayne louisiana httpAddress httpAddress	0
our thoughts and best wishes go out to all of our friends in napa and httpAddress #napaquake	1
rt usrId httpAddress DD bay area earthquake damages napa county airport #earthquake clean up is still underway in	0
rt usrId pge4me donates DD lunches breakfast food to usrId shelter to help #napaquake httpAddress httpAddress	1
rt usrId usa news httpAddress hot news DD earthquake california hit with earthquake of 6.0 magnitude #earthquake usa	1
rt usrId new usrId repairing damaged sections of #maxwell bridge over #napariver #napaquake #mapit httpAddress	0
local officials estimated monday that napa valley suffered 1 billion in property damage from sunday s httpAddress httpAddress	0
napa valley earthquake damage bad but not catastrophic businesses say httpAddress	0
rt usrId girls start lemonade stand to help with #napaquake relief httpAddress httpAddress	1
napa earthquake residents many of them seniors flee from devastating mobile home fire an intense blaze httpAddress httpAddress	1
napa earthquake update DD people injured ; DD napa buildingsuninhabitable watch kron D now sent from kron D httpAddress	0
california quake damages historic buildings the strongest quake to hit the bay area in DD httpAddress httpAddress ff usrId	0
more than DD injured as quake strikes heart of california wine country montrealgazette httpAddress	0
rt usrId #napaquake update DD injuries D critical D6 more bldgs red tagged over D00 yellow tagged httpAddress httpAddress	0
napa region wading in quake damage when a 6.0 magnitude earthquake struck napa early sunday it caused httpAddress httpAddress	0
top story rt usrId DD injured buildings damaged after 6.0 quake rattles na httpAddress see more httpAddress	0
hope everyone s able to get through today s 6.0 #earthquake in bay area of httpAddress	1
outstanding work today from my usrId colleague usrId on the napa httpAddress follow his remarkable twitter httpAddress	1
rt usrId earthquake damage in oakville #napa #earthquake httpAddress	0
httpAddress n . california earthquake damage could reach 1b northern california is cleaning httpAddress httpAddress #swaggerdominicano	0
rt usrId httpAddress DD state of emergency declared after california earthquake jerry brown declared a state of em	1
rt usrId wisconsin usa madison httpAddress breaking news DD earthquake 6.0 earthquake jolts bay area damage and at least	0
california winemakers cleaning up after quake httpAddress via hawaiinewsnow #hinews #hawaii #news	0
#breakingnews httpAddress preliminary estimate calculates economic loss from napa earthquake at httpAddress httpAddress	0
rt usrId httpAddress DD northern california braces for aftershocks after magnitude 6.0 earthquake residents of n	1
cnn 6.1 quake in bay area msnbc over DD injured in quake fox l u c i f e r h a s a w o k e n bbc m8	0
rt usrId httpAddress DD earthquake bay area earthquake damages napa county airport httpAddress	0
httpAddress earthquake hits northern california at least DD people were injured six httpAddress httpAddress #losangeles	0
hospital more than DD treated since napa earthquake httpAddress	0
httpAddress earthquake DD #earthquake three critically injured almost DD treated at napa hospita httpAddress	0
salvation army responding to california earthquake httpAddress	1
looking at pix of busted #wine bottles in #napaquake making me sad and ready for #happyhour .. will toast w a #california #wine	1
rt usrId wisconsin usa madison httpAddress breaking news DD earthquake 6.0 earthquake jolts bay area damage and at least	0
rt usrId usa httpAddress DD earthquake three critically injured almost DD treated at napa hospital following 6.0 .. gi	0
jems over DD injured in california earthquake emsnews	0
D people critically injured after california quake napa httpAddress ap a large earthquake .. httpAddress via usrId	0
rt usrId DD hospitalized in napa earthquake httpAddress httpAddress	0
after injuries widespread damage from napa quake cleanup ensues fresno bee httpAddress	0
rt usrId sunday s #earthquake in #california left more than 1b worth of damage among top DD costliest httpAddress httpAddress	0
rt usrId 6.0 quake causes injuries and damage in northern california truthdig httpAddress	0
napa earthquake power restored to thousands ; cleanup continues los angeles times	0
oakland raiders to donate 50 00 for earthquake relief in napa httpAddress	1
breaking news california wine country rocked by 6.0 quake dozens hurt httpAddress	0
usrId california earthquake destroys half the wine in napa vineyard httpAddress httpAddress usrId	0
watch downtown napa newer buildings fared better than old in quake abc news neal karlinsky tours earthquake damage in the httpAddress	0
rt usrId 6.0 earthquake in california looks terrible ! amp ; it reminds me what a real estate investor friend told me earthquake tim	0
check out usrId forum to volunteer to help winemakers amp ; vintners following #napaearthquake httpAddress	1
rt usrId chabad center in napa valley damaged by #earthquake but rabbi quickly attends to his httpAddress httpAddress	0
httpAddress 06 54 cleanup efforts underway after major earthquake in california httpAddress	0
rt usrId more businesses amp ; buildings damaged by the #napaquake httpAddress	0
rt usrId strong 6.1 earthquake rocks san francisco bay area injures 87 significant damage in napa httpAddress	0
california wine country quake losses seen in the billions by christina farr and robin respaut napa httpAddress httpAddress httpAddress	0
inspector wants californias last nuclear plant shut down over earthquakeconcerns httpAddress	0
rt usrId httpAddress DD dozens injured D critically after strong earthquake in california cnn a httpAddress	0
#yeremiito21 boy hurt in california quake i should be dead boy badly hurt by bricks in httpAddress httpAddress #yeremiito21	0
usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress earthquak	0
nbc4 news at 11 post emmys coverage drone video shows napa quake damage triple killings investigation amp ; more httpAddress	0
rt usrId httpAddress DD 6.0 earthquake jolts bay area damage and at least DD injuries reported it was the largest	0
earthquake in napa valley hits wineries the wineries in napa valley have been damaged following the httpAddress httpAddress	0
fitness trackers help quantify california s quake httpAddress	1
photos show damage following napa earthquake httpAddress	0
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress	0
rt usrId httpAddress earthquake DD #earthquake napa earthquake power restored to thousands cleanup contin http	0
updated #napaquake stats injuries nearly DD critical injuries D aftershocks 60 uninhabitable buildings DD homes without water DD	0
rt usrId #california earthquake aftermath buildings destroyed over DD injured video httpAddress	0
earthquake shakes downtown napa damages buildings httpAddress via usrId	0
california earthquake aftermath buildings destroyed .. httpAddress	0
rt usrId in #napa skaters finding upside to #earthquake httpAddress photo from usrId photog jeremy carroll httpAddress	0
rt usrId former raiders lb usrId encourages you to help with napa earthquake httpAddress httpAddress	1
rt usrId #napa schools to reopen as the town continues to tally the damage from sunday s #earthquake httpAddress	0
rt usrId #napaquake update at least DD people reported to have been injured ; D in critical condition including child httpAddress	0
napa valley wineries sustain damage from 6.0 earthquake la times httpAddress httpAddress via usrId	0
rt usrId what the strongest earthquake in DD years did to one shop in california httpAddress httpAddress	0
rt usrId south napa earthquake damage estimate could reach 1 00 00 00 httpAddress httpAddress	0
rt usrId colorado usa colorado springs httpAddress #earthquake DD dozens injured D critically after strong earthquak	0
rt usrId help pets find their homes ! napa shelter has pics of pets that were found after the earthquake httpAddress httpAddress	1
rt usrId california hospital receives DD patients related to the 6.0 magnitude earthquake hospital president httpAddress httpAddress	0
napa earthquake update DD buildings red tagged DD yellow tagged in napa DD water leaks usrId	0
rt usrId photographers capture northern california s #earthquake httpAddress our hearts go out to those impacted by it . httpAddress	1
napa earthquake hits httpAddress the showroom was untouched but dave s house in the hills above napa didn t do so httpAddress httpAddress	0
napa stake president reports some lds families may be displaced thanks to severe structural damage to httpAddress #napaquake #churchnews	1
full statement by napa valley vintners on new #earthquake relief find with link for making donations httpAddress via naparegis	1
california earthquake 6.0 magnitude quake leaves three critically injured two adults and one child httpAddress httpAddress	0
rt usrId httpAddress DD bay area earthquake damages napa county airport clean up is still underway in the wake o	0
rt usrId usa news httpAddress hot news DD earthquake dozens injured D critically after strong earthquake in califo	0
napa earthquake small businesses lacking insurance hit hard httpAddress httpAddress gotta get insurance	0
officials in #napa california say they are still assessing the damage caused by yesterday s httpAddress httpAddress	0
earthquake in california and storming back home in tci #whatthe #stranded	1
rt usrId california usa torrance httpAddress #sfgate DD napa damaged more than DD hurt in northern california quake	0
rt usrId 20 00 homes were left without power following the magnitude D earthquake that hit httpAddress #9newatD	0
the latest on damaging earthquake in california the latest from ap reporters on scene after california earthquake causes damage injuries	0
california quake means big damage for napa valley wineries it s still too early to tell just how much the httpAddress httpAddress	0
skaters make best of napa earthquake by shredding buckled streets httpAddress	0
rt usrId expect aftershocks after the #napa #earthquake usually less violent than main quake but can damage weakened httpAddress	1
rt usrId thinking of all those dealing with the #aftermath of the #earthquake in httpAddress	1
the staff at sonapa sends our thoughts to our friends in the napa valley #napaquake	1
quake hits california state of emergency issued as officials weigh damage httpAddress	1
napa earthquake power restored to thousands ; cleanup continues los angeles times	0
rt usrId usa 6.0 earthquake rocks california ; dozens injured video amp ; pics httpAddress	0
httpAddress earthquake critically injures D people in napa california httpAddress	0
civil servants supporting napa earthquake relief are httpAddress great to see them rise to the httpAddress #napaquake	1
rt usrId usa news httpAddress hot news DD earthquake three critically injured almost DD treated at napa hospital fol	0
california usa downey httpAddress #sfgate DD napa damaged more than DD hurt in northern california quake sfgate janinebucks	0
volunteers flock to napa to lend quake victims a helping hand #jobs #news #career #jobsila # httpAddress	1
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress	0
rt usrId applause rt usrId california in one httpAddress mt usrId napa skaters find upside to quake httpAddress http	0
california usa richmond httpAddress #sfgate DD napa damaged more than DD hurt in northern california quake sfgate nicoleew	0
news conference city officials assess damage following napa quake city officials assess damage following httpAddress httpAddress	0
rt usrId ty to all who sent messages of help amp ; httpAddress we continue to update info as we can see httpAddress #nvv #napa	1
napa wineries assess damage after httpAddress more httpAddress #11alive httpAddress one sad day in drunk heaven	0
expert urges california nuclear plant closure over earthquake threat former lead inspector for diablo canyon .. httpAddress	1
rt usrId new pictures from the napa httpAddress damage could reach 1 httpAddress usrId at 5pm httpAddress	0
usrId gt ; #quake m 1.4 3km s of wofford heights california time2014 08 27 05 24 44 httpAddress httpAddress #warning !	1
rt usrId #elko strong california quake causes injuries damage httpAddress	0
rt usrId sending healing stable thoughts to friends in napa httpAddress those who lost wine httpAddress #napa #earthquake	1
rt usrId httpAddress DD earthquake damage from northern california earthquake could reach 1 billion httpAddress	0
rt usrId colorado usa colorado springs httpAddress #earthquake DD dozens injured D critically after strong earthquak	0
not safe usrId how safe are rising httpAddress towers in wake of napa earthquake ? httpAddress	1
usrId should play a benefit show in napa to help us repair from the quake ! #napaquake #bayareaquake #bayarea #geazy #repairnapavalley	1
rt usrId california usa visalia httpAddress #earthquake D dozens injured D critically after strong earthquake in calif	0
rt usrId httpAddress DD bay area earthquake damages napa county airport #earthquake clean up is still underway in	0
check it out ! i donated to napa earthquake volunteers httpAddress via usrId	1
rt usrId many pets frightened by #earthquake in napa are missing amp ; possibly httpAddress this group is trying to help httpAddress	1
rt usrId boe announces emergency tax relief for business owners affected by south napa earthquake httpAddress	1
rt usrId httpAddress DD #earthquake earthquake state of emergency declared after california earthquake httpAddress	1
usrId usrId heard she was first in line to volunteer to help clean up the napa quake httpAddress	1
rt usrId oakland raiders are donating 50 thousand dollars to the napa area earthquake relief httpAddress #napaquake httpAddress	1
napa rushes to fix quake damage as drought means early harvest httpAddress	0
rt usrId california httpAddress jerry brown declares a state of emergency following httpAddress earthquake usrId httpAddress	1
#losdelsonido n . california earthquake damage could reach 1b northern california is cleaning up one day after httpAddress #ivanberroa	0
rt usrId early warning system sent alert before south napa earthquake httpAddress via usrId	1
rt usrId #napaquake 100 million loss many in hospital homes burned amp ; damaged but neocon usrId flips them off httpAddress	0
officials estimate 6.0 earthquake that hit california s wine country caused 1 billion in httpAddress DD homes and buildings unsafe to httpAddress	0
california governor declares state of emergency after quake httpAddress	1
rt usrId nancy pelosi s hotel in napa she and her husband httpAddress how much will taxpayers spend to repair earthquake damage ? http	0
rt usrId california quake causes injuries widespread httpAddress story httpAddress photos httpAddress httpAddress	0
rt usrId usa httpAddress scores of aftershocks from napa earthquake felt more on the way usa officials have warned t	1
rt usrId httpAddress DD california earthquake california earthquake prompts calls for early warning system mandari6 #ca	1
catholic charities helps with relief after httpAddress quake napa httpAddress aug 26 DD httpAddress 05 07 am ewtn newshttpAddresscna .. http httpAddresshttpAddresst . cohttpAddressgakxsqyvtk	1
#california #wine country rocked by 6.0 #quake dozens hurt httpAddress #invest #collector #gbluxe #portfolio #wealth	0
rt usrId expert urges california nuclear plant closure over earthquake threat cbs news httpAddress #nuclear	1
rt usrId look support bace cracked ! #maxwellbridge damage from #napaquake being addresses by usrId update 6pm #mapit http	0
rt usrId #napaquake httpAddress broken #chimneys and other problems #ktvu 10 29p httpAddress	0
dozens injured D critically after strong earthquake incalifornia httpAddress	0
so sorry for those who suffered injuries and httpAddress rt earthquake strikes napa valley ; wine spectator httpAddress	1
#finance #financenews quake in californias wine country injures dozens abc news httpAddress	0
hospital treating D critically injured in south napa quake httpAddress	0
rt usrId no reports of additional damage to buildings in napa after D #aftershocks this am httpAddress a 3.9 #napaearthquake #ktvu httpAddress	0
dozens injured in san francisco earthquake a httpAddress earthquake has rocked the northern san francisco httpAddress httpAddress	0
the former inspector at california s diablo canyon nuclear reactor worries it is susceptible to earthquake httpAddress httpAddress	0
rt usrId san francisco mayor ed lee toured #quake damage in napa this morning and offered help httpAddress #earthqu	1
rt usrId DD injured power outages as #california hit by largest #quake in DD years httpAddress httpAddress	0
rt usrId damage from earthquake that jolted california s napa valley wine country could be billions httpAddress httpAddress	0
the san francisco earthquake in wine country injured dozens of people httpAddress	0
napa mops up wine and tallies its losses after quake the napa valley quake wreaked havoc with california httpAddress httpAddress	0
california earthquake three critically injured as governor httpAddress httpAddress #darrendrake #donblakeman #dougbridewell	0
raiders assist in napa earthquake recovery efforts the american red cross napa valley unified school httpAddress httpAddress	1
rt usrId httpAddress earthquake DD #earthquake dozens injured D critically after strong earthquake in ca http	0
california quake damages historic buildings httpAddress	0
a 6.0 magnitude earthquake hit northern california this httpAddress are you as prepared as you should be if the big one hits httpAddress #cbc	1
earthquake hit heart of sonoma county napa valley wineries in northern california dozens injured highlight httpAddress	0
us california wine country earthquake injures httpAddress httpAddress #slice of life #us news #california #earthquake #napa	0
rt usrId icymi willie brown presented a donation on behalf of the raiders for napa earthquake httpAddress httpAddress httpAddress	1
rt #humanshld update 8 quake rocks california wine country dozens injured httpAddress	0
rt usrId usa httpAddress dozens injured D critically after strong earthquake in california usa cnn a httpAddress	0
northern california had an earthquake now southern california had a bigger httpAddress colbert ? #emmys	1
sorry to hear that you suffered damage in the #napaquake usrId . glad no one was httpAddress	0